20,1,6765,2.165450
20,2,6765,1.540706
20,3,6765,1.409107
20,4,6765,1.615623
20,5,6765,2.433799
20,6,6765,1.864499
20,7,6765,2.755587
20,8,6765,3.778637
20,9,6765,7.029078
20,10,6765,3.447030
20,11,6765,4.578604
20,12,6765,3.519073
20,13,6765,5.208187
20,14,6765,4.091340
20,15,6765,3.672450
20,16,6765,5.036275
20,17,6765,4.360730
20,18,6765,7.824861
20,19,6765,5.437011
20,20,6765,5.425687
20,21,6765,5.928037
20,22,6765,6.567378
20,23,6765,6.047891
20,24,6765,13.686985
20,25,6765,6.343355
20,26,6765,5.970451
20,27,6765,6.893829
20,28,6765,13.995094
20,29,6765,13.065455
20,30,6765,12.926022
20,31,6765,7.410244
20,32,6765,7.538226
21,1,10946,2.075917
21,2,10946,1.443306
21,3,10946,1.153498
21,4,10946,2.139306
21,5,10946,2.976460
21,6,10946,3.156870
21,7,10946,3.062682
21,8,10946,3.176522
21,9,10946,3.161756
21,10,10946,2.968002
21,11,10946,3.753530
21,12,10946,3.018788
21,13,10946,10.010878
21,14,10946,9.287992
21,15,10946,5.348443
21,16,10946,3.790157
21,17,10946,5.041868
21,18,10946,5.973919
21,19,10946,6.651635
21,20,10946,4.470034
21,21,10946,5.959107
21,22,10946,7.940933
21,23,10946,5.327051
21,24,10946,7.266582
21,25,10946,10.510650
21,26,10946,6.785637
21,27,10946,7.424669
21,28,10946,8.972033
21,29,10946,11.888346
21,30,10946,7.404683
21,31,10946,7.635323
21,32,10946,9.526177
22,1,17711,3.435496
22,2,17711,3.062900
22,3,17711,2.030438
22,4,17711,2.791294
22,5,17711,2.637432
22,6,17711,3.218025
22,7,17711,3.851942
22,8,17711,3.159921
22,9,17711,2.721912
22,10,17711,3.718604
22,11,17711,3.355586
22,12,17711,4.450358
22,13,17711,4.197750
22,14,17711,3.384952
22,15,17711,4.605498
22,16,17711,6.398292
22,17,17711,5.616083
22,18,17711,7.804486
22,19,17711,4.697410
22,20,17711,31.559960
22,21,17711,6.915095
22,22,17711,4.954454
22,23,17711,5.947659
22,24,17711,5.575291
22,25,17711,13.543453
22,26,17711,8.321285
22,27,17711,9.464834
22,28,17711,7.377878
22,29,17711,7.162244
22,30,17711,8.786380
