 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 
1 168.132246 91.94111 66.689528 49.209802 42.550716 34.66857 35.337502 29.823425 29.004445 27.31682 26.03835 25.776845 24.11072 25.752076 23.163151 28.051678 19.385531 18.601108 22.082206 18.442251 16.802547 18.67491 23.951553 23.234013 22.504783 23.253415 22.206845 27.703165 22.594 20.745155 24.014421 22.914182 
2 320.108699 146.004683 99.982895 75.498917 62.502742 58.607642 46.861167 44.79514 38.874448 53.247911 34.636074 41.222732 38.724353 49.21353 29.930913 31.124247 30.589206 28.549161 26.173203 24.927396 25.316534 22.686055 22.777659 28.010951 23.768861 27.907243 30.68918 42.512955 24.242276 29.812254 27.512975 32.001624 
3 407.276794 197.427928 137.203466 102.357731 83.455957 70.650827 64.033586 58.013575 52.051365 49.956582 42.784635 45.512398 68.889012 37.516725 40.63295 33.516442 35.688021 33.610375 39.233088 33.593007 37.682875 39.462321 45.220939 29.980975 31.317649 32.109386 30.895438 33.576704 32.276582 36.259437 61.635803 39.639141 
4 488.262046 253.306919 173.803275 131.352186 106.095072 93.603421 80.000998 86.484912 82.955 56.796455 64.882459 53.716609 50.913175 47.837183 43.948465 44.919486 50.045152 44.204605 43.563137 38.535906 44.538081 38.850642 50.682778 39.695731 37.027735 38.156089 43.295362 46.769944 42.44602 47.269623 36.885293 48.418915 
5 593.255768 304.64956 208.398164 154.267612 127.186877 111.003459 94.855704 84.001102 80.244531 85.751409 77.794322 77.057464 57.002504 65.960383 54.316474 64.90886 54.392471 47.063855 50.630538 55.675729 45.383203 45.694022 45.985856 45.928949 44.885518 44.340377 57.169104 60.169522 49.560433 43.971707 50.663619 41.415167 
6 696.992892 392.452052 240.723475 191.928813 149.863693 127.226613 109.476365 96.182694 87.067848 83.27019 78.573934 90.749097 83.629766 80.242607 68.844552 60.020526 63.499876 60.815768 57.268311 60.520344 55.128159 54.719914 54.21522 52.882521 51.013471 55.058232 51.995355 60.334798 50.044111 51.739492 50.463593 54.157215 
7 803.748324 425.790772 275.888915 207.705196 170.040221 143.270912 130.467359 109.971022 118.627532 98.605337 84.868487 78.357046 87.599011 70.595373 74.025023 62.694986 75.163714 72.290432 70.742062 71.287379 71.884993 63.972713 61.037058 58.671667 61.873223 59.970386 62.440812 57.599047 55.640585 58.003958 60.549306 62.524628 
8 906.270263 469.064887 314.142284 237.536858 197.611664 160.567708 140.621664 127.599818 112.827006 119.65317 102.507765 98.812729 82.960342 101.776581 75.667999 82.416975 73.333385 78.920866 73.228599 79.502826 70.031585 63.623715 69.094881 74.142624 63.326032 71.34426 69.747778 72.545095 63.774626 67.446943 63.221503 71.403668 
9 1010.941897 529.069814 349.750401 260.483736 215.806909 179.45201 154.393763 140.707549 136.809049 116.38413 108.016346 113.546098 122.975727 191.280262 95.000644 84.894038 100.171021 84.133067 87.077452 78.942034 78.231227 79.926876 80.623463 73.336132 76.370125 72.088721 69.203307 73.938894 69.269185 73.239076 70.565461 68.311408 
10 1116.513592 575.934135 379.495661 287.860435 234.993155 197.223707 173.484535 166.324653 152.359657 125.801362 160.028853 112.329481 101.282347 117.461998 101.483035 93.083448 89.6692 103.295626 82.294195 88.395096 84.740856 82.739962 86.19573 77.546261 87.176856 103.484121 80.322098 78.924246 75.938566 76.726839 80.505398 75.256967 
