100000,1,1,26.718393
100000,2,1,29.753613
100000,3,1,32.449212
100000,4,1,28.194575
100000,5,1,29.571192
100000,6,1,19.656828
100000,7,1,26.388650
100000,8,1,28.960444
100000,9,1,25.480455
100000,10,1,23.652051
100000,11,1,23.188912
100000,12,1,25.816285
100000,13,1,29.106865
100000,14,1,45.782369
100000,15,1,24.180276
100000,16,1,34.982714
100000,17,1,61.268267
100000,18,1,17.583743
100000,19,1,22.107858
100000,20,1,28.440054
100000,21,1,99.005058
100000,22,1,20.172098
100000,23,1,22.948459
100000,24,1,24.497345
100000,25,1,51.401846
100000,26,1,23.177193
100000,27,1,47.514584
100000,28,1,66.787121
100000,29,1,54.446540
100000,30,1,40.136914
100000,31,1,218.004067
100000,32,1,76.498348
200000,1,1,73.792712
200000,2,1,68.164176
200000,3,1,61.307314
200000,4,1,55.406607
200000,5,1,53.946536
200000,6,1,50.212636
200000,7,1,44.533280
200000,8,1,40.225811
200000,9,1,34.485464
200000,10,1,46.565742
200000,11,1,33.773504
200000,12,1,36.640700
200000,13,1,31.519216
200000,14,1,109.756597
200000,15,1,92.772198
200000,16,1,84.890842
200000,17,1,35.639751
200000,18,1,31.597906
200000,19,1,31.515766
200000,20,1,94.558099
200000,21,1,94.665886
200000,22,1,46.682093
200000,23,1,100.527511
200000,24,1,60.842690
200000,25,1,30.344939
200000,26,1,126.356841
200000,27,1,24.487404
200000,28,1,69.774465
200000,29,1,68.063014
200000,30,1,115.151057
200000,31,1,117.906378
200000,32,1,66.037084
300000,1,1,80.646398
300000,2,1,72.732235
300000,3,1,73.117673
300000,4,1,47.950339
300000,5,1,70.692910
300000,6,1,49.191235
300000,7,1,49.672559
300000,8,1,50.786765
300000,9,1,46.973697
300000,10,1,40.331937
300000,11,1,34.958292
300000,12,1,47.553474
300000,13,1,39.950383
300000,14,1,34.196137
300000,15,1,40.160760
300000,16,1,33.704516
300000,17,1,31.185616
300000,18,1,37.370670
300000,19,1,132.819646
300000,20,1,41.917972
300000,21,1,45.209527
300000,22,1,47.789017
300000,23,1,123.480777
300000,24,1,136.085415
300000,25,1,46.094740
300000,26,1,47.834733
300000,27,1,102.726386
300000,28,1,57.239903
300000,29,1,156.733245
300000,30,1,46.000293
300000,31,1,52.341652
300000,32,1,185.755842
400000,1,1,136.535470
400000,2,1,127.693330
400000,3,1,84.750783
400000,4,1,91.343910
400000,5,1,101.540503
400000,6,1,64.996071
400000,7,1,65.266552
400000,8,1,90.423835
400000,9,1,63.415478
400000,10,1,49.665900
400000,11,1,48.875255
400000,12,1,62.127031
400000,13,1,42.863584
400000,14,1,43.228954
400000,15,1,121.410042
400000,16,1,45.807794
400000,17,1,41.046576
400000,18,1,57.337312
400000,19,1,99.497689
400000,20,1,45.688373
400000,21,1,132.007125
400000,22,1,135.055159
400000,23,1,43.792897
400000,24,1,42.884864
400000,25,1,44.070969
400000,26,1,39.919404
400000,27,1,154.208388
400000,28,1,48.132137
400000,29,1,112.404307
400000,30,1,63.461058
400000,31,1,134.301134
400000,32,1,124.065431
500000,1,1,134.180890
500000,2,1,120.547355
500000,3,1,114.193250
500000,4,1,106.821825
500000,5,1,105.977799
500000,6,1,96.523289
500000,7,1,83.938041
500000,8,1,113.602430
500000,9,1,64.392584
500000,10,1,62.894004
500000,11,1,54.178607
500000,12,1,58.843842
500000,13,1,46.446384
500000,14,1,54.420197
500000,15,1,55.415060
