 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 
2 2.138144 2.371527 2.323105 2.41374 2.556666 2.780194 2.986883 3.433435 3.655313 3.660361 4.70457 4.563873 4.283289 4.55005 3.947436 5.109911 4.834224 5.274779 6.0305 22.135142 12.939372 6.023739 32.047732 21.476877 21.726677 14.979142 8.722767 8.453793 62.698688 12.949347 18.688687 12.335055 
3 2.178458 2.629316 2.67623 2.997413 2.953245 3.412191 15.966927 3.413451 4.600455 3.296833 4.403756 5.185908 4.623984 4.80387 5.148847 4.485716 7.891403 13.727549 7.181649 6.402256 7.303818 8.919098 34.226739 51.94853 22.952503 13.672075 24.579757 42.715089 22.962669 19.547818 15.396775 17.679046 
4 2.073848 2.497342 2.898256 2.787355 3.185755 3.533401 4.137336 3.22075 3.370397 4.096067 5.16398 4.654394 4.908965 6.282636 6.103496 4.398339 8.187108 7.909206 35.299574 26.191607 62.59626 23.305035 15.992504 23.078609 22.907319 11.032916 54.963047 19.33798 54.130972 16.054397 10.125737 51.466838 
5 2.28385 2.782061 2.886787 3.135976 3.808813 3.304564 3.89825 3.631702 5.657344 4.162069 4.228949 5.421527 6.074674 5.880563 6.402025 6.341535 26.114364 7.28887 7.561335 10.839545 19.103393 19.119262 13.601771 16.114811 71.186173 69.143148 92.854943 54.384369 15.247037 16.317148 14.052729 39.318748 
6 2.45495 2.78394 2.907348 3.827799 3.392825 3.508166 3.695482 4.667267 4.650353 4.754197 4.883324 6.584734 6.311389 5.62181 6.680203 8.002792 8.76712 43.183216 12.883329 9.059867 11.421024 24.905364 10.283133 23.920141 17.456565 24.477476 20.386671 161.945286 17.997126 24.056384 107.791013 40.53656 
7 2.955744 3.329589 3.300548 3.151859 4.155596 3.820051 3.603535 4.379584 5.082354 4.657983 4.659838 5.989564 12.135741 5.770192 6.253809 6.698637 12.360019 11.377493 34.425582 9.476857 10.198952 46.974547 13.118573 23.887757 18.710578 19.148585 63.33578 155.417316 53.06883 202.683526 153.944237 26.453023 
8 5.134503 5.987252 5.174964 4.071803 4.087805 4.694051 5.622562 5.042774 5.727049 5.7606 6.262344 6.765016 6.992689 6.720247 6.192794 8.485453 13.112127 8.286041 8.309307 53.154773 34.43055 63.444948 32.155853 16.938616 22.486941 84.448228 57.693745 36.266842 17.205207 13.278902 66.859125 18.678825 
9 15.538648 14.586566 12.527795 11.049018 9.828969 9.495218 9.402283 8.64024 8.228731 6.890696 7.548087 7.924902 7.941017 9.105574 7.741971 8.707484 9.777848 9.894142 19.367288 11.803954 44.698724 25.36955 123.161381 18.001849 14.84081 19.320725 16.023252 202.587537 31.174675 19.844899 193.191398 200.129353 
10 38.394257 40.213944 26.056871 22.562536 22.875521 24.539394 22.434931 19.362501 14.947 19.141384 17.244603 16.484182 14.938662 17.226906 15.98926 15.880033 24.769725 21.253904 17.300615 16.583505 23.28909 17.320114 31.760832 24.644851 114.402922 51.26497 19.055309 13.851135 24.221326 17.657677 39.761968 207.732275 
11 144.961389 165.085915 116.747309 86.183115 75.290285 63.387229 55.962934 49.371493 47.581495 41.404967 43.098649 39.615938 34.952853 36.07822 34.354793 33.142901 36.527648 41.304977 32.45713 31.753703 154.977706 40.441064 41.3758 36.600724 40.96037 29.278038 50.205093 39.424204 89.708799 144.096499 39.936253 35.937795 
12 737.628604 1730.591464 1117.35189 767.928562 573.421456 455.882043 351.670632 274.273802 228.547976 200.879537 184.166204 169.6461 171.10668 152.448884 145.535588 140.425341 137.155823 137.180941 139.207047 136.458161 202.686993 128.092143 130.99669 120.105628 126.203758 203.227371 131.848445 123.416615 164.907169 128.306042 128.768197 202.065039 
13 4403.70121 10213.123075 6799.422679 5039.318718 4213.183345 3509.290466 2930.94177 2546.849361 2386.342248 2237.423842 2037.13647 1838.072818 1767.090157 1619.031393 1502.796295 1414.806209 1359.641421 1472.994114 1336.159498 1302.845926 1305.642752 1256.235824 1277.458154 1270.176404 1468.546164 1221.000665 1185.349084 1448.985308 1420.512538 1361.252036 1103.398822 1142.361908 
