 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 
2 0.101517 0.316365 0.481214 1.206207 1.5314 1.889165 1.987436 1.611898 1.355381 3.145697 3.074488 1.950212 1.417859 2.41897 2.876863 2.549418 3.876208 3.121903 3.765218 4.002006 2.811703 4.018905 4.720582 3.531568 4.608044 4.338626 5.015326 4.198227 4.290209 5.342745 5.094129 4.737426 
3 0.082829 0.301442 0.515867 0.98266 1.318629 1.463037 2.160358 1.795048 2.030113 3.489993 2.105261 2.383313 2.281993 2.467533 2.481314 2.453286 3.023032 2.995113 3.736451 3.501916 3.276914 3.900044 4.160269 3.438206 5.665995 3.439206 3.820767 5.705649 5.637027 5.606408 4.941215 4.323104 
4 0.087719 0.359994 0.62788 1.157088 1.274726 2.4274 1.676419 1.769426 1.738117 2.677344 2.089666 2.478597 2.144506 1.917958 2.887589 3.436323 2.699143 2.82531 3.776529 4.281723 2.751243 3.565756 3.55447 3.704744 4.187412 3.756355 4.007597 4.034254 3.663378 3.74241 4.197364 4.837443 
5 0.122618 0.226992 0.655221 1.12356 1.417174 1.779229 1.792652 1.997892 1.956314 2.13994 2.224222 2.172713 2.031265 2.794836 2.991771 3.291318 2.327026 2.723733 2.786047 3.218213 4.493142 3.808104 3.091841 3.570002 3.886221 5.498924 3.607885 7.279769 5.950847 2.971301 4.326109 3.649921 
6 0.437621 0.605979 0.868272 1.587739 2.207531 1.703113 2.370609 1.818263 2.903007 2.852438 3.094957 3.622965 3.224811 5.630793 3.539693 3.829802 6.91534 3.715819 4.494402 5.361094 5.645942 5.997296 4.193752 4.302027 6.245262 6.692889 6.340282 6.499637 11.980981 5.301384 6.382993 6.690683 
7 0.724261 1.18928 1.197476 1.625234 2.285843 2.067643 2.051999 2.551166 2.45464 3.394716 3.291461 3.484129 3.871225 3.406357 4.274292 5.4531 3.950134 5.851908 6.054224 5.385767 5.644763 4.038133 4.471352 10.496177 8.805868 5.55188 4.586393 13.809177 7.665919 6.659378 7.146117 6.637657 
8 3.502214 3.200834 2.283508 3.391362 2.846657 3.278482 3.157446 2.652706 3.569431 6.543961 5.786537 4.247097 5.757883 4.40285 4.11402 4.151186 6.438302 6.373342 5.16939 5.832261 7.753629 17.607299 8.746143 6.930154 11.479384 6.733337 9.991099 15.423774 9.636018 8.069052 9.584705 33.73884 
9 10.113188 8.585392 7.479089 5.35129 6.599181 6.255215 4.99473 6.13823 5.388303 4.84718 6.749195 4.007284 5.832047 5.849097 11.029214 7.003603 7.476675 6.454043 6.417448 7.950284 6.668602 7.818565 8.97755 14.099776 10.648459 7.025137 10.20315 9.783549 9.902691 10.505567 11.956574 9.677878 
10 28.89517 24.962673 18.721747 15.846031 12.559854 14.090154 19.155854 12.503358 11.456584 18.227558 11.403345 10.839484 9.480821 11.111656 12.002168 9.465849 11.092993 10.40689 12.427091 12.003809 8.009935 9.970985 15.38198 11.944255 11.32808 9.574275 10.970223 11.011043 18.026706 10.560522 15.97773 20.601425 
11 155.27795 113.220602 79.104516 57.441469 51.709594 48.848291 44.565546 35.177799 34.782165 42.380998 30.754748 31.048359 26.88508 25.01557 21.825895 25.297975 22.358157 26.457181 23.068413 22.055857 20.518951 21.64293 20.438484 19.69696 21.783531 20.672493 21.103103 19.108765 20.024844 21.748609 23.773173 21.471024 
12 884.515824 636.255454 413.164175 311.959384 250.296885 214.207573 185.835884 167.817898 171.983869 145.351187 133.772332 115.876427 133.421376 127.950912 101.807932 103.835804 121.171701 89.535809 89.806892 89.363431 90.206033 84.179091 90.96699 101.034374 81.738841 83.097382 83.304385 79.389546 85.064204 85.455709 80.187943 84.002273 
13 5002.920625 3603.771899 2399.288768 1823.648666 1478.444253 1242.642629 1091.830929 1015.30038 843.462288 771.893297 703.461199 648.768479 645.377704 609.914342 662.629205 531.160924 529.96202 572.501674 590.312753 492.532506 520.351785 502.742923 563.430256 470.148659 464.813997 459.254768 450.362345 452.809045 445.893179 443.848134 446.235617 448.335686 
